Invoice No.,Category,Item Name,Final Total,Qty.,Time of day
21415,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Evening
21414,Cold Coffee,Iced Mocha (350 ML),312.15,1,Afternoon
21414,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Afternoon
21414,Sweet,Papparoti (Plain),191.68,1,Afternoon
21414,Food Menu,Baked Pav Bhaji,87.61,1,Afternoon
21413,Cold Coffee,Classic Frappe (350 Ml),334.69,1,Afternoon
21413,Hot Coffee,Cafe Mocha (250 Ml),283.56,1,Afternoon
21412,Sweet,Cashew Nuts Nankhatai Veg,337.11,1,Afternoon
21412,Food Menu,Hyderabadi Chicken Keema Pav,138.29,2,Afternoon
21412,Cold Coffee,Origanal South Indian Frappe (450 ML),393.27,1,Afternoon
21412,Food Menu,Yellow Banana Chips 60 Gm,134.85,2,Afternoon
21411,Cold Coffee,Bon Bon (350 ML),394.99,1,Afternoon
21411,Hot Coffee,Cafe Mocha (350 ML),340.01,1,Afternoon
21410,Hot Coffee,South Indian Filter Kaapi (250 ML),239.99,1,Afternoon
21409,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Afternoon
21408,Cold Coffee,Iced Americano (350 ML),380,2,Afternoon
C2369,Hot Coffee,South Indian Filter Kaapi (250 ML),361.9,2,Afternoon
21407,Cold Coffee,Classic Frappe (350 Ml),298,1,Afternoon
21406,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Afternoon
21406,Cold Coffee,Iced Mocha (350 ML),312.15,1,Afternoon
21405,Cold Coffee,Vietnamese (350 ML),320,1,Afternoon
21405,Cold Coffee,Madagascar Chocochip Frappe (350 ML),349.99,1,Afternoon
C2368,Hot Coffee,South Indian Filter Kaapi (250 ML),361.9,2,Afternoon
21404,Hot Coffee,Cappucino (250 ML),246.44,1,Afternoon
21403,Food Menu,Spicy Banana Chips 60 Gm,78.01,1,Afternoon
21403,Hot Coffee,Cappucino (350 ML),325,1,Afternoon
C2367,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),66.67,1,Afternoon
C2366,Sweet,Gluten Free Hazelnut Brownie,161.9,1,Afternoon
21402,Cold Coffee,Classic Frappe (450 ML),670,2,Afternoon
21401,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Afternoon
21400,Hot Coffee,Double Restritto 44 Ml,165,1,Afternoon
21399,Cold Coffee,Almond Frappe (350 ML),394.99,1,Afternoon
21398,Cold Coffee,Iced Americano (450 ML),220,1,Afternoon
21397,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Afternoon
21397,Hot Coffee,Cafe Latte (250 ML),246.44,1,Afternoon
21397,Hot Coffee,Flat White 250 Ml,262.85,1,Afternoon
21396,Cold Coffee,Iced Latte (350 ML),235.01,1,Day
21395,Hot Coffee,Americano (250 ML),202.61,1,Day
21394,Cold Coffee,Madagascar Chocochip Frappe (350 ML),349.99,1,Day
21394,Cold Coffee,Vietnamese (350 ML),320,1,Day
C2365,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),66.67,1,Day
21393,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Day
21393,Food Menu,Baked Vada Pav,87.61,1,Day
21393,Food Menu,Chicken Calzone,76.68,1,Day
21393,Savouries,Whole Wheat Ladi Pav 4 Pc,109.52,2,Day
21392,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Day
21391,Hot Coffee,Cafe Latte (250 ML),492.85,2,Day
21390,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Day
21390,Cold Coffee,Iced Latte (350 ML),246.44,1,Day
21390,Hot Coffee,Almond Honey Latte (350 ML),345,1,Day
21390,Food Menu,Berliner Mix 3 Pcs (Lotus Biscoff Berliner),65.71,1,Day
21390,Food Menu,Berliner Mix 3 Pcs (Nutella Berliner),65.71,1,Day
21390,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Day
21389,Food Menu,Chicken Calzone,70.01,1,Day
C2364,Food Menu,Baked Vada Pav,76.19,1,Day
C2364,Food Menu,Hyderabadi Chicken Keema Pav,76.19,1,Day
C2363,Cold Coffee,Vietnamese (350 ML),304.76,1,Day
C2363,Food Menu,Berliners (Nutella Berliner),76.19,1,Day
21388,JUICES,CHILLI GUVAVA JUICE,328.56,1,Day
21387,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Day
21386,Hot Coffee,South Indian Filter Kaapi (150 ML),306.67,2,Day
21385,Hot Coffee,Americano (250 ML),405.24,2,Day
21385,Food Menu,Baked Pav Bhaji,87.61,1,Day
21384,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21383,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
21383,Manual Brew,Pour Over,260,1,Night
21382,Hot Chocolate,Madagascar Hot Chocolate (350 ML),365,1,Night
21382,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
21381,Sweet,Plain Nankhatai Veg,328.56,1,Night
21381,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),109.52,2,Night
21380,SEASONAL MENU,Rosella Jam With Filter Coffee Ganache Macaroon (3 PCS),230,1,Night
21380,Food Menu,Chicken Calzone,153.33,2,Night
21380,Food Menu,Baked Pav Bhaji,87.61,1,Night
21380,Hot Coffee,Cappucino (350 ML),273.81,1,Night
21380,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Night
21380,SEASONAL MENU,Strawbery Rosella Frangipani Tart,54.76,1,Night
21380,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
C2362,Sweet,Papparoti (Add On Nutella sauce),233.33,1,Night
C2362,Cold Coffee,Origanal South Indian Frappe (350 ML),290.48,1,Night
21379,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21379,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Night
21379,Food Menu,Tartlets (Filter Kaapi Tartlet),54.76,1,Night
21379,Food Menu,Tartlets (Salted Caramel Tartlet),54.76,1,Night
21379,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,175.24,2,Night
21378,Cold Coffee,Iced Latte (350 ML),18.74,1,Night
21378,Cold Coffee,Vietnamese (450 ML),29.12,1,Night
21377,Cold Coffee,Classic Frappe (350 ML),242.49,2,Night
21377,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,70.53,2,Night
21377,Food Menu,Calzones Veg (Calzone Paneer),92.58,3,Night
21377,Food Menu,Baked Vada Pav,35.28,1,Night
21376,Cold Coffee,Iced Americano (350 Ml),132,1,Night
21375,Hot Coffee,Cappucino (350 ML),1040,4,Night
21374,JUICES,MANGO JUICE,299.99,1,Night
21373,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21372,Hot Coffee,Cappucino (350 ML),1095.26,4,Night
21371,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Night
21371,SEASONAL MENU,Rosella Cheesecake Berliner,87.61,1,Night
21371,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
21371,Food Menu,Baked Pav Bhaji,350.48,4,Night
21371,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
21371,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21371,Sweet,Papparoti (Plain),191.68,1,Night
21370,JUICES,CHILLI GUVAVA JUICE,246.69,1,Night
21370,Hot Coffee,Americano (250 ML),152.14,1,Night
21370,Cold Coffee,Iced Americano (350 ML),152.14,1,Night
21369,Food Menu,Baked Vada Pav,262.85,3,Night
21369,Hot Coffee,South Indian Filter Kaapi (150 ML),459.99,3,Night
21368,Cold Coffee,Almond Frappe (450 ML),315.01,1,Night
21368,Sweet,Papparoti (Add On Nutella sauce),220.49,1,Night
21367,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21367,Milk,OAT MILK (200 ML),82.15,1,Night
21367,Hot Coffee,South Indian Filter Kaapi (150 ML),460,3,Night
21366,Cold Coffee,Origanal South Indian Frappe (350 ML),668.09,2,Night
21365,Cold Coffee,Almond Frappe (450 ML),325.42,1,Night
21365,Cold Coffee,Classic Frappe (450 ML),298.67,1,Night
21365,Hot Coffee,Cappucino (250 ML),209.52,1,Night
21365,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),44.58,1,Night
21365,Food Menu,Hyderabadi Soya Keema Pav,71.33,1,Night
21364,Food Menu,Hyderabadi Chicken Keema Pav,43.17,1,Night
21364,Food Menu,Spicy Banana Chips 60 Gm,42.08,1,Night
21364,Sweet,Choco-crinkle-cookies (with Egg) (COMBO 3 PCS),37.77,1,Night
21363,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Night
21363,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21362,Hot Chocolate,Hot Chocolate (250 ML),244.99,1,Night
21361,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
21361,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21361,Hot Coffee,Kaapicino (250 ML),235.48,1,Night
21360,Manual Brew,Cold Brew,690,2,Night
21360,Hot Coffee,Sea Salt Dark Mocha (250 ML),301.19,1,Night
21359,Cold Coffee,Classic Frappe (350 ML),602.38,2,Night
21359,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
21359,Food Menu,Baked Vada Pav,87.61,1,Night
21358,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21358,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
21357,Cold Coffee,Classic Frappe (450 ML),287.23,1,Night
21357,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),44.89,1,Night
21357,Cold Coffee,Vietnamese (350 ML),273.77,1,Night
21356,Cold Coffee,Caramel Frappe (350 ML),960.01,3,Night
21356,Cold Coffee,Hazelnut Frappe (350 ML),320,1,Night
21355,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21355,Hot Coffee,Almond Honey Latte (250 ML),312.15,1,Night
21354,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21354,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Night
21353,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21353,Cold Coffee,Almond Frappe (350 ML),334.05,1,Night
21352,Cold Coffee,Classic Frappe (350 Ml),258,1,Night
21351,Food Menu,Baked Pav Bhaji,87.61,1,Night
21350,Hot Chocolate,Hot Chocolate (250 ML),244.99,1,Night
21349,Cold Coffee,Classic Frappe (350 Ml),258,1,Night
21348,Hot Coffee,Double Restritto 44 Ml,180.71,1,Night
21347,Hot Chocolate,Hot Chocolate (250 ML),560,2,Night
21347,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Night
21347,Food Menu,Tartlets (Kacha Nimbu Tartlet),50,1,Night
21346,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21346,Sweet,Papparoti (Plain),191.68,1,Night
21345,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21345,Hot Coffee,Kaapicino (250 ML),235.48,1,Night
21344,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21344,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21344,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21344,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
21343,Hot Coffee,Cappucino (250 ML),246.44,1,Night
21343,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
21342,Food Menu,Berliners (Dark Choco Mousse Berliner),76.68,1,Night
21342,Cold Coffee,Origanal South Indian Frappe (450 ML),766.68,2,Night
21342,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21341,Hot Coffee,Cappucino (250 ML),246.44,1,Night
21341,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
21340,Cold Coffee,Origanal South Indian Frappe (350 ML),668.1,2,Night
21339,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Night
21338,Food Menu,Berliners (Nutella Berliner),76.68,1,Night
21337,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Night
21337,Hot Coffee,South Indian Filter Kaapi (150 ML),145,1,Night
21336,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Night
21336,Food Menu,Mix Berliner 2 Pcs (Blueberry Cheese Cake Berliner),71.19,1,Night
21336,Food Menu,Mix Berliner 2 Pcs (Nutella Berliner),71.19,1,Night
21335,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21335,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21334,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Night
21334,JUICES,MANGO JUICE,328.56,1,Night
C2361,Sweet,Papparoti (Plain),166.67,1,Night
C2361,Hot Coffee,South Indian Filter Kaapi (150 ML),266.67,2,Night
21333,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),70.01,1,Night
21333,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),320,1,Night
21332,Cold Coffee,Origanal South Indian Frappe (450 ML),454.99,1,Night
21331,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21331,Food Menu,Hyderabadi Chicken Keema Pav,87.61,1,Night
21331,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21331,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,87.61,1,Night
21330,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21330,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21329,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Night
21329,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Night
21328,Hot Coffee,Cafe Latte (250 ML),246.44,1,Night
21328,Extra Toppings,Add On Syrup (Add On Caramel Syrup),54.76,1,Night
21327,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21327,Cold Coffee,Sea Salt Dark Mocha Frappe (350 ML),383.32,1,Night
21327,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Night
21327,Food Menu,Baked Pav Bhaji,87.61,1,Night
21326,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
C2360,Hot Coffee,South Indian Filter Kaapi (150 ML),266.66,2,Night
C2359,Food Menu,Baked Vada Pav,76.19,1,Night
C2359,Hot Coffee,South Indian Filter Kaapi (150 ML),133.33,1,Night
C2358,Sweet,Papparoti (Add On Nutella sauce),233.33,1,Night
21325,Cold Coffee,Origanal South Indian Frappe (450 ML),367.92,1,Night
21325,Food Menu,Spicy Banana Chips 60 Gm,63.07,1,Night
21325,Food Menu,Baked Vada Pav,64.69,1,Night
21325,Food Menu,Berliners (Lotus Biscoff Berliner),72.77,1,Night
21325,Food Menu,Tartlets (Salted Caramel Tartlet),52.55,1,Night
21324,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21324,Cold Coffee,Iced Mocha (350 ML),312.15,1,Night
21324,Food Menu,Calzones Veg (Calzone Paneer),153.33,2,Night
21323,Cold Coffee,Iced Americano (350 ML),202.61,1,Night
21323,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Night
21322,Cold Coffee,Classic Frappe (350 ML),301.19,1,Night
21322,Cold Coffee,Iced Latte (350 ML),492.86,2,Night
21322,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
21322,Food Menu,Hyderabadi Chicken Keema Pav,175.24,2,Night
21322,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),54.76,1,Night
21321,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Night
21321,Hot Coffee,Cafe Mocha (350 ML),284.76,1,Night
21320,Hot Coffee,Flat White 250 Ml,160,1,Night
21319,Hot Chocolate,Madagascar Hot Chocolate (250 ML),328.56,1,Night
21319,Hot Coffee,Kaapicino (250 ML),235.48,1,Night
21319,Food Menu,Chicken Calzone,76.68,1,Night
21318,Hot Coffee,Cappucino (350 ML),260,1,Evening
21317,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21317,Cold Coffee,Hazelnut Frappe (350 ML),334.05,1,Evening
21317,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21317,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Evening
21316,Cold Coffee,Iced Americano (350 ML),202.61,1,Evening
21316,Food Menu,Chicken Calzone,76.68,1,Evening
21315,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Evening
21315,Hot Coffee,Cafe Mocha (250 ML),257.39,1,Evening
21315,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Evening
21315,Food Menu,Baked Vada Pav,87.61,1,Evening
C2357,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),290.48,1,Evening
21314,Hot Coffee,Double Restritto 44 Ml,180.71,1,Evening
21313,Cold Coffee,Origanal South Indian Frappe (350 ML),668.09,2,Evening
21313,Milk,ALMOND MILK (200 ML),98.56,1,Evening
21313,Food Menu,Chicken Calzone,76.68,1,Evening
21313,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,262.85,3,Evening
21312,Hot Coffee,South Indian Filter Kaapi (150 ML),271.29,2,Evening
21312,Sweet,Papparoti (Plain),169.56,1,Evening
C2356,Food Menu,Chicken Calzone,66.67,1,Evening
C2356,Food Menu,Baked Pav Bhaji,76.19,1,Evening
21311,Hot Coffee,South Indian Filter Kaapi (150 ML),306.68,2,Evening
21311,Food Menu,Tartlets (Kacha Nimbu Tartlet),54.76,1,Evening
21310,Cold Coffee,Iced Americano (350 ML),189.99,1,Evening
21310,Extra Toppings,Add On Syrup (Add On Irish Syrup),50,1,Evening
21309,Cold Coffee,Classic Frappe (350 ML),285.01,1,Evening
21308,Cold Coffee,Iced Latte (350 ML),492.85,2,Evening
21308,Milk,ALMOND MILK (200 ML),197.15,2,Evening
21308,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),54.76,1,Evening
21308,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),54.76,1,Evening
21308,Cold Coffee,Nariyal Irish Cream Frappe (350 ML),334.05,1,Evening
21307,Food Menu,Calzones Veg (Calzone Paneer),76.68,1,Evening
21307,Food Menu,Baked Vada Pav,87.61,1,Evening
21307,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
21306,Hot Chocolate,Hot Chocolate (250 Ml),287.5,1,Evening
21305,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
21305,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
21305,Hot Coffee,Cafe Latte (250 ML),246.44,1,Evening
21305,Extra Toppings,Add On Syrup (Add On Vanilla Syrup),54.76,1,Evening
21305,Sweet,Papparoti (Plain),191.68,1,Evening
21304,Cold Coffee,Classic Frappe (450 ML),335.01,1,Evening
21303,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Evening
21303,Hot Coffee,Cappucino (250 ML),246.44,1,Evening
21303,Milk,OAT MILK (200 ML),82.15,1,Evening
21303,Manual Brew,Pour Over,284.76,1,Evening
21303,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Evening
21302,Cold Coffee,Classic Frappe (350 ML),340.06,2,Evening
21301,Food Menu,Baked Vada Pav,67.46,1,Afternoon
21301,Food Menu,Baked Pav Bhaji,67.46,1,Afternoon
21301,Cold Coffee,Hazelnut Frappe (450 Ml),402.84,1,Afternoon
21300,Hot Coffee,Cafe Latte (250 ML),246.44,1,Afternoon
21299,Hot Coffee,Cappucino (350 Ml),261.25,1,Afternoon
21298,Cold Coffee,Classic Frappe (350 ML),301.19,1,Afternoon
21298,Cold Coffee,Bon Bon (350 ML),334.05,1,Afternoon
21298,Food Menu,Baked Vada Pav,87.61,1,Afternoon
21298,Hot Chocolate,Hot Chocolate (250 ML),295.71,1,Afternoon
21297,Food Menu,Spicy Banana Chips 60 Gm,60,1,Afternoon
21296,Cold Coffee,Origanal South Indian Frappe (350 ML),315,1,Afternoon
21296,Milk,OAT MILK (200 ML),75.01,1,Afternoon
21295,Hot Coffee,Cappucino (250 ML),492.86,2,Afternoon
21295,Food Menu,Baked Vada Pav,87.61,1,Afternoon
21294,Hot Coffee,Americano (250 ML),189.99,1,Afternoon
21293,Manual Brew,Cold Brew,315,1,Afternoon
21292,Sweet,Papparoti (Add On Nutella sauce),268.32,1,Afternoon
21292,Hot Coffee,Americano (250 ML),202.61,1,Afternoon
21291,Food Menu,Baked Vada Pav,160,2,Afternoon
21290,Hot Coffee,Kaapicino (250 ML),235.48,1,Afternoon
21290,Hot Coffee,Cafe Latte (250 ML),246.44,1,Afternoon
21290,Milk,OAT MILK (200 ML),82.15,1,Afternoon
21290,Extra Toppings,Add On Syrup (Add On hazelnuts Syrup),54.76,1,Afternoon
21289,JUICES,MANGO JUICE,299.99,1,Afternoon
21288,Hot Coffee,Americano (350 ML),220,1,Afternoon
21287,Cold Coffee,Vietnamese (350 ML),334.05,1,Afternoon
21287,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Afternoon
21287,Food Menu,Tartlets (Kacha Nimbu Tartlet),54.76,1,Afternoon
21287,Food Menu,Tartlets (Salted Caramel Tartlet),54.76,1,Afternoon
21287,JUICES,PINAPPLE JUICE,657.15,2,Afternoon
21287,Hot Coffee,Cappucino (250 ML),246.44,1,Afternoon
21286,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21285,Hot Coffee,Cappucino (350 ML),273.81,1,Afternoon
C2355,Hot Coffee,South Indian Filter Kaapi (150 ML),266.66,2,Afternoon
C2354,JUICES,ORANGE JUICE,285.71,1,Afternoon
C2354,JUICES,PINAPPLE JUICE,285.71,1,Afternoon
C2354,Food Menu,Baked Pav Bhaji,76.19,1,Afternoon
C2354,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2353,Food Menu,Baked Vada Pav,76.19,1,Afternoon
C2352,Hot Coffee,South Indian Filter Kaapi (150 ML),266.66,2,Afternoon
21284,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Afternoon
21284,Cold Coffee,Iced Americano (350 ML),202.61,1,Afternoon
C2351,Hot Coffee,South Indian Filter Kaapi (150 ML),266.66,2,Afternoon
C2351,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,152.38,2,Afternoon
21283,Hot Coffee,South Indian Filter Kaapi (250 ML),189.99,1,Afternoon
21282,Hot Coffee,Americano (250 ML),189.99,1,Day
21281,Food Menu,Calzones Veg (Calzone Veg),70.01,1,Day
21280,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Day
21280,Food Menu,Berliners (Blueberry Cheese Cake Berliner),76.68,1,Day
21280,Sweet,Papparoti (Plain),191.68,1,Day
21280,Hot Coffee,Cappucino (250 ML),246.44,1,Day
21280,Hot Coffee,South Indian Filter Kaapi (150 ML),153.32,1,Day
21279,Cold Coffee,Origanal South Indian Frappe (350 ML),334.05,1,Day
21279,Milk,ALMOND MILK (200 ML),98.56,1,Day
21279,Hot Coffee,Cappucino (250 ML),492.86,2,Day
21279,Sweet,Papparoti (Plain),191.68,1,Day
21278,Manual Brew,Pour Over,284.76,1,Day
21278,Cold Coffee,Madagascar Chocochip Frappe (350 ML),366.92,1,Day
21277,Hot Coffee,South Indian Filter Kaapi (150 ML),460,3,Day
21277,Sweet,Choco-crinkle-cookies (COMBO 3 PCS),76.68,1,Day
21277,Hot Coffee,Americano (250 ML),202.61,1,Day
21276,Hot Coffee,Cappucino (250 ML),985.74,4,Night
21276,Sweet,Papparoti (Plain),191.68,1,Night
C2350,Sweet,Papparoti (Add On Nutella sauce),233.33,1,Night
C2349,Food Menu,Hyderabadi Chicken Keema Pav,76.19,1,Night
21275,Hot Chocolate,Hot Chocolate (250 ML),280.01,1,Night
21275,Hot Coffee,ESPRESSO (30 ML),145,1,Night
21275,Hot Coffee,Americano (250 ML),189.99,1,Night
21274,Sweet,Papparoti (Plain),191.68,1,Night
21274,Hot Coffee,South Indian Filter Kaapi (250 ML),202.61,1,Night
21273,Food Menu,Baked Pav Bhaji,87.61,1,Night
21273,Food Menu,Hyderabadi Soya Keema Pav,87.61,1,Night
21272,Food Menu,Calzones Veg (Calzone Veg),76.68,1,Night
21272,Food Menu,Baked Pav Bhaji,87.61,1,Night
21271,Hot Coffee,South Indian Filter Kaapi (250 ML),405.24,2,Night
21268,SEASONAL MENU,Strawberry White Chocolate Ganache With Rosella Jam Macaroon,87.61,1,Night
21270,Food Menu,Chicken Calzone,76.68,1,Night
21270,Food Menu,Calzones Veg (Calzone Paneer),153.33,2,Night
21270,Food Menu,Berliners (Lotus Biscoff Berliner),76.68,1,Night
21270,Food Menu,Tartlets (chocolate Tartlet),54.76,1,Night
21270,Hot Coffee,Cappucino (350 ML),821.45,3,Night
21269,Hot Chocolate,Hot Chocolate (250 Ml),247.5,1,Night
21268,Cold Coffee,Vietnamese (350 ML),334.05,1,Night
21268,Hot Coffee,Cappucino (350 ML),547.64,2,Night
